Id,SalePrice
1461,120334.54802436123
1462,159458.01028561988
1463,185229.08612831892
1464,197602.24462665746
1465,195044.94317280676
1466,172398.53866061638
1467,179225.4236821713
1468,163599.19996969748
1469,188909.04939802454
1470,124287.87570390015
1471,184275.24593226283
1472,96793.28990686171
1473,98692.5007269441
1474,149212.29045016645
1475,117338.0478875606
1476,370900.52511359396
1477,251735.92455726163
1478,297324.6636277578
1479,278254.6622438224
1480,499415.7913499596
1481,324565.559540406
1482,207475.22778622727
1483,176573.6360780689
1484,162408.71172518175
1485,184148.82089597543
1486,193065.70230811898
1487,327208.77682084544
1488,229698.94832102323
1489,195755.96861520674
1490,228542.74518923272
1491,190775.02540537145
1492,91640.22701901561
1493,183676.13270100157
1494,292705.3912243132
1495,288844.9906820404
1496,236496.8033667558
1497,181045.75070789433
1498,171782.02254348312
1499,163885.65484996256
1500,155301.62800128676
1501,178149.06601827004
1502,147188.5692389959
1503,292854.0565702616
1504,235357.9357922314
1505,225306.94919319885
1506,189636.01921415364
1507,250725.02725855945
1508,206717.22823595197
1509,157928.15192545493
1510,147614.01282685145
1511,153172.4912565544
1512,170663.1110303088
1513,147165.71124853697
1514,168064.2997670748
1515,183407.82075301663
1516,153054.86987697965
1517,169209.68581049427
1518,129960.8190012802
1519,217379.71186965844
1520,131464.31734892807
1521,134195.71761023218
1522,171991.33505711172
1523,116474.14118944392
1524,125514.33644221954
1525,119191.22551436139
1526,113230.69632168025
1527,102968.63574456653
1528,133156.3894387154
1529,153077.09807309657
1530,176787.7592786777
1531,107689.75811161225
1532,94685.83391888357
1533,150263.2258546053
1534,123218.07253704267
1535,150485.12597359123
1536,107565.84010186642
1537,58587.383371327676
1538,155051.71505489657
1539,190903.42268479525
1540,92493.73812346449
1541,143137.04850437195
1542,147696.68742008955
1543,202899.1678080535
1544,81490.29355778678
1545,108717.74600769725
1546,134052.5663739926
1547,137000.4484089094
1548,135674.5782662877
1549,116738.47239983134
1550,139189.66988823836
1551,105574.26518581877
1552,131742.0684755783
1553,146310.73348086549
1554,111951.66268321923
1555,170532.79367559621
1556,79496.23002771293
1557,114896.55346169983
1558,96873.5759060298
1559,74150.40730702836
1560,127538.82065552227
1561,140685.85967256862
1562,127073.35673985152
1563,122270.89223152031
1564,153178.98853634723
1565,152306.38606210446
1566,228626.23550244235
1567,76497.21554385999
1568,229286.4271121761
1569,140420.63582007747
1570,131181.7638275601
1571,115485.77712161776
1572,145825.11154646124
1573,243213.19014206578
1574,115317.52389634354
1575,225190.2976027438
1576,229540.91136763792
1577,184155.8600566821
1578,147839.9434815079
1579,145334.3178291772
1580,193632.87843688225
1581,152022.5170100911
1582,125792.66157056669
1583,301586.9885269464
1584,221760.9186966481
1585,136624.31560698926
1586,69318.6834908221
1587,102747.25924473246
1588,151701.19710642443
1589,97332.7378154658
1590,131959.98705823085
1591,96324.5523925293
1592,121789.02653338519
1593,128199.80387881327
1594,134770.87072453005
1595,112459.26429206523
1596,235539.94626556174
1597,187463.02023965152
1598,215038.3067506598
1599,162369.20755771428
1600,158059.76217911224
1601,64064.33640862927
1602,110552.09947613491
1603,76006.61053915977
1604,267802.7950835107
1605,239211.1173934911
1606,168927.20649058968
1607,164442.03094835777
1608,211906.48352042874
1609,182194.6367374994
1610,154944.6520554995
1611,139637.9052704765
1612,171416.1024230424
1613,166411.26990214968
1614,124722.35607553468
1615,90328.26977661211
1616,76923.68336040176
1617,92776.55102646496
1618,129218.95960963929
1619,136778.7268620559
1620,161976.02371278033
1621,138135.85195669532
1622,142758.0774434636
1623,271130.48022396746
1624,210367.99803447397
1625,115761.95807237845
1626,167470.33120601386
1627,190711.94249906347
1628,274576.9438625112
1629,180018.15558813134
1630,384071.2109038133
1631,233984.93801473067
1632,248045.66107947548
1633,172639.95257814127
1634,187284.4449376437
1635,175979.5756718315
1636,153500.49573463763
1637,201295.85420562042
1638,184375.43028779127
1639,185337.15770706284
1640,252039.97017083364
1641,178468.27445634702
1642,238078.66139723576
1643,221490.82032123767
1644,232827.18831433723
1645,190717.070425992
1646,158772.8283382287
1647,153625.42867319577
1648,132194.51574589915
1649,143671.2458451136
1650,114903.04387164502
1651,120165.55784916968
1652,96679.83006589382
1653,99967.14607035114
1654,144726.56158170197
1655,140895.26917042516
1656,143367.48795214406
1657,151355.2023453211
1658,144979.5349904694
1659,124064.71546169472
1660,155036.38157044392
1661,473626.81623658125
1662,388867.8951172868
1663,367205.30874099553
1664,567211.6510613925
1665,309477.6951487657
1666,331856.5207788988
1667,377100.3777083911
1668,335851.84300351515
1669,303228.91488808725
1670,335592.0993223776
1671,264781.4741892362
1672,475464.30252597335
1673,286799.169249627
1674,237371.93215796747
1675,192474.43033054395
1676,194473.4252440926
1677,221373.98739543094
1678,475617.13103888574
1679,401815.09713912534
1680,343852.78347811935
1681,247797.88040167716
1682,310808.0482766223
1683,181230.74242646905
1684,171085.80472007318
1685,172998.32220280453
1686,166515.78327801242
1687,169939.7096058976
1688,186417.54175958622
1689,190434.4995949575
1690,189523.2490795096
1691,182906.1007825907
1692,260378.9338238048
1693,170657.54791753713
1694,183793.25172268297
1695,164790.39480790138
1696,275376.5655402186
1697,169204.86956965335
1698,360799.26960022864
1699,312773.9424618384
1700,251340.56443600476
1701,271504.6798046525
1702,245463.28234057853
1703,246773.3068499693
1704,272732.63660513185
1705,233521.31895672297
1706,445306.7731721479
1707,214221.9971686142
1708,207167.2721617227
1709,260232.63109903823
1710,217080.94322128958
1711,264553.44731732196
1712,255340.07353986945
1713,275646.03473000746
1714,224692.72258999926
1715,206141.13106515934
1716,182486.07313305762
1717,173417.00907564265
1718,137152.87062584664
1719,206847.5632724627
1720,238402.14722574307
1721,155294.49724110455
1722,123375.76695538343
1723,154789.52200027398
1724,206376.87548339684
1725,239566.50532491368
1726,188347.334146366
1727,156865.66203203617
1728,169378.11136813211
1729,171656.72379237335
1730,152333.45874798723
1731,120384.45098941095
1732,128352.62764455413
1733,112767.11790789453
1734,125084.52287761186
1735,123705.67819476705
1736,111173.08850568706
1737,302621.55228742375
1738,242186.30170519333
1739,246111.46278993247
1740,208966.39658940394
1741,191390.87608059
1742,174519.2299190657
1743,176053.47736365887
1744,332386.31597318064
1745,216215.4396127246
1746,179063.939547219
1747,216432.0295974952
1748,221867.6829645883
1749,152016.0405048591
1750,126938.51544378753
1751,245071.89701573763
1752,118175.71085490266
1753,146805.661073849
1754,186960.59698534655
1755,172045.17474160568
1756,125775.08784408795
1757,121404.64374524837
1758,146287.92257109427
1759,163849.3780096942
1760,165662.28934724422
1761,142329.00815827367
1762,177573.70113885158
1763,181327.1538985206
1764,117249.59615277807
1765,152724.53417639065
1766,179750.22578003045
1767,217088.76449187633
1768,141037.27556211493
1769,171501.55808147424
1770,148293.81392959252
1771,123263.85128234889
1772,134090.80155051252
1773,129717.81254553256
1774,134526.20217865286
1775,142408.3220388237
1776,129045.1214666953
1777,115577.985373753
1778,135907.9912589881
1779,120443.45417023123
1780,173910.54289132962
1781,125626.46637067763
1782,87111.03139372343
1783,147820.5115371159
1784,100871.12329976217
1785,125920.43144608918
1786,129471.08333430036
1787,157854.4717685326
1788,57183.10296011531
1789,90156.5695759157
1790,77290.82232693501
1791,172951.1962455283
1792,158858.6631142609
1793,128453.227969666
1794,152137.79864765934
1795,138567.70223344432
1796,120958.16559224602
1797,112897.19855813756
1798,122382.41770018583
1799,110035.49984316961
1800,130880.54688932258
1801,135982.25310811552
1802,126732.17556631286
1803,146202.7129869131
1804,142258.70795258868
1805,134640.50953926556
1806,116301.78216607223
1807,127893.74516140542
1808,118983.46043077816
1809,119076.80289427545
1810,141427.33178190596
1811,99594.8086093387
1812,98849.82689958822
1813,127992.95926561384
1814,98363.0163506029
1815,52279.04183575923
1816,99182.53401963018
1817,105525.18458288288
1818,144016.43267250952
1819,125256.40711839258
1820,53092.50697957457
1821,109106.2774157288
1822,141634.87625297654
1823,44565.183915283196
1824,131262.3745988083
1825,133515.8804466241
1826,105883.98347511892
1827,100624.39037894996
1828,136225.96887521056
1829,117380.43051098184
1830,142712.0327172206
1831,146434.04694683998
1832,72220.60786754699
1833,139884.05333461068
1834,117367.32072515425
1835,131287.15222316672
1836,129559.24813103114
1837,86231.22938910642
1838,134041.38400996258
1839,92436.08809245176
1840,160006.5707531551
1841,146432.2375577936
1842,91789.48762007266
1843,126863.51451369602
1844,139892.87368468076
1845,140684.3157210465
1846,153756.7759272941
1847,167808.83511625088
1848,54421.27085338437
1849,110601.63394558692
1850,117449.91955013055
1851,149725.03901514455
1852,125285.54600092482
1853,127745.33537519834
1854,170161.1882051022
1855,146010.08996021008
1856,221947.8558655367
1857,135067.516936585
1858,139765.27509419742
1859,118140.48377759512
1860,147835.69746789927
1861,117379.41626455978
1862,309724.0102344408
1863,295787.58450997097
1864,295853.24282122415
1865,338922.4406778148
1866,339909.57821859483
1867,224603.83826930515
1868,290709.2361566709
1869,203634.33554481508
1870,221687.85721010476
1871,253966.34816667816
1872,171734.4333265901
1873,244979.30857431347
1874,148672.73757335354
1875,202472.21233592485
1876,201149.24822150718
1877,207534.23066485132
1878,202187.62969262153
1879,129327.9434050743
1880,131944.71550591785
1881,241491.49737888802
1882,244319.94314642437
1883,189342.96252761412
1884,208156.81497476477
1885,236674.90918211392
1886,289445.80922679254
1887,206611.46616353097
1888,265630.3805007329
1889,163571.95564305512
1890,116906.91371217044
1891,130337.80633433323
1892,99631.59452300573
1893,131368.6906575953
1894,121857.86569633216
1895,135060.68485860358
1896,125309.94997258704
1897,117630.15511952591
1898,107425.80943221987
1899,153321.3411313744
1900,149215.08976906652
1901,175894.9531823155
1902,151665.71889834135
1903,210887.82352304662
1904,143034.27359543304
1905,198032.19793579268
1906,146440.4698584348
1907,216493.5471536484
1908,108759.9485999856
1909,131375.07776204124
1910,118642.43660178212
1911,223165.17914076956
1912,324031.5158313266
1913,144575.68893218247
1914,53590.6376646961
1915,326755.9533302653
1916,68442.41450579943
1917,239046.00846584726
1918,138976.38908341833
1919,175771.8700597214
1920,150709.84093013144
1921,418171.3526811839
1922,328654.2634805848
1923,229260.80256019274
1924,237884.78252734724
1925,193812.67692976163
1926,384891.74683870655
1927,132023.50725688259
1928,160314.51132661366
1929,125276.86247274371
1930,128008.07862828665
1931,145949.05363759954
1932,141957.7056159786
1933,189772.48890158636
1934,181970.73574070135
1935,173004.60767899046
1936,194406.7968475371
1937,186561.62362733932
1938,175222.1295520926
1939,252493.1820409486
1940,191072.79618545895
1941,170493.04474901478
1942,184662.710578497
1943,219508.84467927538
1944,381392.8563234826
1945,408448.9163585961
1946,145498.65441585754
1947,334911.0475192001
1948,170483.96822959845
1949,250107.39619101223
1950,181106.7423411175
1951,235264.67171865352
1952,203718.078441724
1953,166789.12538388147
1954,180738.47671278802
1955,135101.59603830503
1956,282555.96296651155
1957,151334.16873316086
1958,281002.5943089509
1959,140075.54752717033
1960,116042.17763869406
1961,120814.7261436145
1962,96085.66233589567
1963,102630.42915474513
1964,110914.6042537326
1965,145364.15383023958
1966,142798.88506895796
1967,290331.95573813986
1968,430945.00968614564
1969,391467.29056471173
1970,441595.8039266804
1971,489657.21722845716
1972,376506.353578965
1973,266931.5011200337
1974,330846.9546922761
1975,564785.3518247276
1976,262249.05237679026
1977,363664.75005329004
1978,358368.8634176554
1979,319835.161389396
1980,207228.75217236945
1981,332321.05727091996
1982,225407.17249346725
1983,203802.61537120034
1984,169024.85758897106
1985,219688.74097177805
1986,201768.1347643129
1987,179434.02956601133
1988,174638.4373514637
1989,190632.6916170923
1990,206766.44396037015
1991,237518.16800446244
1992,213986.66802560096
1993,166645.5824816935
1994,228595.77658554842
1995,181789.7619760125
1996,247905.05559454253
1997,313718.3969120258
1998,326811.5906804945
1999,274544.5800883306
2000,319535.50724696356
2001,271182.0616465757
2002,241170.03362578363
2003,247381.37752734387
2004,265401.02214023547
2005,222549.50102393085
2006,228389.3838688773
2007,246641.13703206246
2008,212948.30688044743
2009,200137.28581802725
2010,189985.62800791618
2011,140174.640475493
2012,172905.1858314498
2013,182089.1819329261
2014,186899.2957045935
2015,204949.7431896002
2016,197423.0425867256
2017,194593.30550305318
2018,117984.74224368008
2019,132176.3411242257
2020,106200.98562141969
2021,103185.15314339224
2022,185714.4635281316
2023,148615.1180185068
2024,254515.73243593503
2025,376042.55594517436
2026,174168.23768913644
2027,156841.65381003305
2028,152937.3168768273
2029,175769.08198460666
2030,273525.41892683966
2031,232392.76259321658
2032,255922.57300837908
2033,253623.13695249043
2034,171663.6118230574
2035,221416.53537494244
2036,195544.5510190159
2037,208732.3971654069
2038,320688.63806382794
2039,219275.3449552437
2040,288307.97868929774
2041,315116.679891685
2042,203454.0560065541
2043,177453.96659232548
2044,165722.95918971952
2045,217662.75178126764
2046,145168.46592367045
2047,149850.87129289025
2048,138863.47723074624
2049,139450.79436150167
2050,170951.31483770115
2051,104142.87837447025
2052,124918.76938164022
2053,149546.61939508884
2054,91291.65049848262
2055,155833.4666470704
2056,142243.21573928988
2057,113437.32999422328
2058,216457.05346968985
2059,130372.26731535073
2060,175142.29417968128
2061,172551.64266008482
2062,130636.71872739954
2063,117016.98990278643
2064,145037.22031119253
2065,115134.24012875231
2066,168246.53174913678
2067,104199.03171379818
2068,141599.2479700919
2069,88128.12969506295
2070,117992.43013115581
2071,90908.81629506823
2072,136726.08675715426
2073,131554.6650930999
2074,177293.72821967443
2075,147212.9317235008
2076,116728.36595100629
2077,160102.84477285732
2078,130755.12843478807
2079,130053.32111447476
2080,119750.55906765859
2081,127344.95901416012
2082,127238.91225565382
2083,146947.34460403354
2084,112142.95258681902
2085,121595.036069274
2086,110206.26925358814
2087,122459.3081371792
2088,92761.02889743324
2089,81155.59825264927
2090,123117.08871428407
2091,122170.63020669146
2092,124418.34072879168
2093,116223.51767899403
2094,110487.02339972767
2095,151524.05101116028
2096,78840.81518418435
2097,95118.75226378231
2098,149051.82838423198
2099,55235.60964128096
2100,73818.22523791541
2101,120720.87497277312
2102,125499.83968759929
2103,104818.56949903962
2104,124770.0264496811
2105,125484.34161991614
2106,66788.80138882386
2107,208330.93429727893
2108,116832.45235730665
2109,112255.12311872837
2110,129030.31252954288
2111,134848.07549080157
2112,137840.92500877666
2113,121351.88038344157
2114,115257.39857787166
2115,158205.23395308314
2116,115502.31029998245
2117,147972.797524501
2118,120927.47421784987
2119,110972.01754314647
2120,111912.51113154221
2121,118699.13064445788
2122,114144.76079900537
2123,84221.7020614199
2124,160504.2049529042
2125,122828.9723105839
2126,155451.54342341848
2127,152366.7318472223
2128,118163.98880295506
2129,90584.36554584214
2130,140695.05043878933
2131,136334.3960179024
2132,114269.26671256323
2133,124632.92083822313
2134,120690.4630439238
2135,94131.37585993529
2136,74753.2690883093
2137,108879.91924363264
2138,133141.47395521853
2139,155184.65373596433
2140,140359.40366887674
2141,150192.60890863967
2142,130340.10770014169
2143,151169.20669113836
2144,117919.60989546617
2145,138833.30670463256
2146,168614.74806268534
2147,138426.5995673417
2148,130532.79141969646
2149,141359.9263380556
2150,242654.79933157354
2151,116976.48185064341
2152,178781.76154204577
2153,157792.79345948287
2154,108806.95562376957
2155,138623.78177148695
2156,256508.47961519915
2157,225404.55600081888
2158,238006.5777541573
2159,203774.43263285502
2160,179351.63934532128
2161,234177.3192109065
2162,403705.8839743469
2163,364284.69173899136
2164,245419.8370711889
2165,203653.75120148444
2166,156565.32872223193
2167,215374.83267784878
2168,205451.63663590775
2169,192372.18350396902
2170,220290.67775032364
2171,153441.92267047745
2172,132556.62666026573
2173,165483.5994151861
2174,224066.16095025447
2175,288835.9097539732
2176,321931.4189886589
2177,238566.80182028085
2178,210336.7184977924
2179,137769.48114632172
2180,223620.6802161677
2181,193658.8560987253
2182,226628.7026196082
2183,191879.48579108567
2184,121538.79578831015
2185,121684.72542756319
2186,143843.61761936388
2187,155270.34464578234
2188,155078.69745368278
2189,261910.31426218746
2190,80513.96940136487
2191,78652.27169170593
2192,90027.25568499335
2193,106849.45346201051
2194,104204.05637646008
2195,110628.87575375369
2196,104460.30374939079
2197,115786.46208564803
2198,164550.56233350496
2199,182419.1635965233
2200,147297.38326658658
2201,142592.5512777116
2202,208503.11861606198
2203,139206.69858438222
2204,183182.31248915536
2205,117583.14242731845
2206,149380.2554793544
2207,213184.51213622917
2208,264510.3277471491
2209,245286.8083160105
2210,119219.68111842537
2211,114052.0015044906
2212,118946.80537795534
2213,108444.94172884303
2214,130385.07938684287
2215,100182.16086273844
2216,148161.48585167964
2217,66286.83480580815
2218,70113.59019677865
2219,63124.722536492285
2220,63018.45229963289
2221,331209.2564647268
2222,279244.322703952
2223,293148.35704050306
2224,207427.82396861704
2225,121680.82587338322
2226,177498.083219263
2227,190529.52389445042
2228,271357.67487283703
2229,250620.80001956754
2230,155111.8014578329
2231,213656.21417678683
2232,182309.85794895538
2233,175531.61637391613
2234,240072.34067358804
2235,216877.92160773027
2236,260057.36381700131
2237,319701.42894380994
2238,198781.68772361288
2239,105710.82210013692
2240,156334.85630264238
2241,152342.58189343152
2242,120033.40013625697
2243,125486.34682332989
2244,104751.47561071506
2245,98095.5230214052
2246,141776.0153478789
2247,114757.28414840873
2248,121302.92651525135
2249,118522.46610253678
2250,126042.83302264569
2251,107809.8656242553
2252,178307.2520278559
2253,150533.84590471516
2254,177654.170556038
2255,190943.10611200696
2256,173973.76654292142
2257,210697.27995784473
2258,159046.75044120805
2259,175819.03665268703
2260,149512.36582496337
2261,195433.37987845525
2262,211549.37745056447
2263,396782.9668621845
2264,515211.3658442475
2265,166906.39553353345
2266,325309.6842003294
2267,387067.3799712288
2268,462877.40494864667
2269,150720.49934756043
2270,188815.05441303912
2271,215587.3488369123
2272,192452.81969059375
2273,158932.9594654619
2274,182238.59068059403
2275,163142.47040973383
2276,197974.92558466652
2277,190048.5259741745
2278,147917.06744815383
2279,126278.25706311184
2280,117047.25579614492
2281,169126.1325395613
2282,187646.6484788112
2283,104914.7251587513
2284,115581.24331287593
2285,142825.1109959922
2286,125368.46659891105
2287,358470.97208529006
2288,278768.8800317905
2289,387507.6968664071
2290,481639.30640832067
2291,329342.2520765734
2292,432838.8033403617
2293,495961.1131063136
2294,424390.854055458
2295,503346.2393190363
2296,288439.2743578584
2297,349927.35251059727
2298,343777.6782417397
2299,374743.95859104063
2300,332823.0104965172
2301,292816.0468650599
2302,242413.89341385232
2303,243710.98756836518
2304,245905.28859551201
2305,187882.81700335778
